Hotel_Id,Hotel,City,Link,Rating,Hotel_Type,Location,Cost_for_2
361,Richy Rich,Race Course,https://www.swiggy.com/restaurants/richy-rich-race-course-area-coimbatore-50407,4.4,"Desserts, Beverages","Race Course, Area",250
362,EXPRESS BY AB'S,Race Course,https://www.swiggy.com/restaurants/express-by-abs-race-course-coimbatore-289411,4.0,"Indian, Barbecue","Race Course, Race Course",200
363,Dappaakaarar's Momos Factory ,Race Course,https://www.swiggy.com/restaurants/dappaakaarars-momos-factory-race-course-coimbatore-131545,--,"Opens next at 4:30 pm, tomorrowDesserts, Snacks","Race Course, Race Course",150
364,AFC - Arabian Fried Chicken,Race Course,https://www.swiggy.com/restaurants/afc-arabian-fried-chicken-race-course-gopalapuram-coimbatore-67404,3.9,"Fast Food, Chinese","Race Course, Gopalapuram",300
365,Zone by the Park,Race Course,https://www.swiggy.com/restaurants/zone-by-the-park-lakshmi-mills-puliakulam-coimbatore-67646,3.9,"Pizzas, Continental","Lakshmi Mills, Puliakulam",300
366,Aachi Mess ,Race Course,https://www.swiggy.com/restaurants/aachi-mess-race-course-coimbatore-415756,4.1,Restaurant ClosedIndian,"Race Course, Race Course",280
367,"Shero Home - Sambar, Poriyal & Rasam",Race Course,https://www.swiggy.com/restaurants/shero-home-sambar-poriyal-and-rasam-race-course-coimbatore-426216,--,South Indian,"Race Course, Race Course",250
368,Aligarh House,Race Course,https://www.swiggy.com/restaurants/aligarh-house-race-course-road-gopalapuram-coimbatore-350156,4.1,"Biryani, Mughlai","Race Course Road, Gopalapuram",270
369,Burma Bhai,Race Course,https://www.swiggy.com/restaurants/burma-bhai-sai-baba-colony-gopalapuram-coimbatore-207713,4.4,"Arabian, Chinese","Sai Baba Colony, Gopalapuram",250
370,Velan Kaappi,Race Course,https://www.swiggy.com/restaurants/velan-kaappi-race-course-gopalapuram-coimbatore-50253,4.7,Beverages,"Race Course, Gopalapuram",100
371,Geetha Hotels,Race Course,https://www.swiggy.com/restaurants/geetha-hotels-race-course-gopalapuram-coimbatore-53960,4.5,South Indian,"Race Course, Gopalapuram",150
372,The Majestic Hotel,Race Course,https://www.swiggy.com/restaurants/the-majestic-hotel-nehru-stadium-race-course-coimbatore-50454,4.2,"Indian, Tandoor","Nehru Stadium, Race Course",250
373,Bakeroe,Race Course,https://www.swiggy.com/restaurants/bakeroe-race-course-gopalapuram-coimbatore-50412,4.4,"Desserts, Snacks","Race Course, Gopalapuram",150
374,Barbeque Nation,Race Course,https://www.swiggy.com/restaurants/barbeque-nation-town-hall-coimbatore-307772,3.9,"North Indian, Mughlai","Town   Hall, Town Hall",600
375,Dosa Darbar,Race Course,https://www.swiggy.com/restaurants/dosa-darbar-race-course-coimbatore-432021,--,"Chinese, Indian","Race Course, Race Course",250
376,Cafe Coffee Day,Race Course,https://www.swiggy.com/restaurants/cafe-coffee-day-race-course-gopalapuram-coimbatore-73534,4.3,"Beverages, Snacks","Race Course, Gopalapuram",300
377,PATTUKOTTAI KAMATCHHI MESS,Race Course,https://www.swiggy.com/restaurants/pattukottai-kamatchhi-mess-race-course-puliakulam-coimbatore-296597,--,"Opens next at 11 am, tomorrowIndian","Race Course, Puliakulam",300
378,BAKER'S Zest,Race Course,https://www.swiggy.com/restaurants/bakers-zest-racecourse-area-coimbatore-374838,--,"Opens next at 11 am, tomorrowBakery, Desserts","Racecourse, Area",100
379,Pattukodai Chettinadu Mess,Race Course,https://www.swiggy.com/restaurants/pattukodai-chettinadu-mess-race-course-coimbatore-445202,--,"Opens next at 7 am, tomorrowSouth Indian, Chinese","Race Course, Race Course",200
380,On The Go,Race Course,https://www.swiggy.com/restaurants/on-the-go-race-course-gopalapuram-coimbatore-50262,4.2,"Indian, Continental","Race Course, Gopalapuram",1200
381,RHR Hotels,Race Course,https://www.swiggy.com/restaurants/rhr-hotels-state-bank-road-race-course-gopalapuram-coimbatore-58703,4.2,South Indian,"State Bank Road, Race Course, Gopalapuram",200
382,Night Out,Race Course,https://www.swiggy.com/restaurants/night-out-lakshmi-mills-pudur-coimbatore-125768,3.7,"North Indian, Chinese","Lakshmi Mills, Pudur",250
383,Courtallam Border Rahmath Kadai,Race Course,https://www.swiggy.com/restaurants/courtallam-border-rahmath-kadai-race-course-gopalapuram-coimbatore-61708,4.0,"Chettinad, South Indian","Race Course, Gopalapuram",200
384,Put Kadalai,Race Course,https://www.swiggy.com/restaurants/put-kadalai-race-course-road-area-coimbatore-139841,--,"Opens next at 6:30 am, tomorrowContinental, Beverages","race course road, Area",200
385,Pizza 997 AD,Race Course,https://www.swiggy.com/restaurants/pizza-997-ad-road-race-course-coimbatore-376265,3.6,"Opens next at 8 am, tomorrowPizzas, Beverages","Race Course Road, Race Course",350
386,Annavilaas,Race Course,https://www.swiggy.com/restaurants/annavilaas-rs-puram-gopalapuram-coimbatore-50740,4.0,"Indian, South Indian","RS Puram, Gopalapuram",200
387,Bon Bon,Race Course,https://www.swiggy.com/restaurants/bon-bon-nehru-stadium-gopalapuram-coimbatore-58708,4.5,Ice Cream,"Nehru Stadium, Gopalapuram",200
388,Hotel Chinthamani,Race Course,https://www.swiggy.com/restaurants/hotel-chinthamani-railway-station-road-gopalapuram-coimbatore-118281,--,"Opens next at 8:56 pm, todaySouth Indian, Chinese","Railway Station Road, Gopalapuram",200
389,Yumlane Pizza,Race Course,https://www.swiggy.com/restaurants/yumlane-pizza-road-race-course-coimbatore-376264,3.8,"Opens next at 8 am, tomorrowPizzas, Beverages","Race Course Road, Race Course",300
390,Peking Chinese Restaurant,Race Course,https://www.swiggy.com/restaurants/peking-chinese-restaurant-nehru-stadium-gopalapuram-coimbatore-50427,4.4,"Opens next at 9:16 pm, todayChinese","Nehru Stadium, Gopalapuram",400
391,The Cake Tigress,Sai Baba Colony,https://www.swiggy.com/restaurants/the-cake-tigress-sai-baba-colony-coimbatore-425381,--,"Continental, Beverages","Sai Baba Colony, Sai Baba Colony",300
392,Snosicle,Sai Baba Colony,https://www.swiggy.com/restaurants/snosicle-bharathi-park-sai-baba-colony-coimbatore-75727,--,"Opens next at 12 noon, tomorrowIce Cream, Beverages","Bharathi Park, Sai Baba Colony",200
393,JUNIOR SRI ENGANNAN BRIYANI,Sai Baba Colony,https://www.swiggy.com/restaurants/junior-sri-engannan-briyani-sai-baba-colony-kuppakonam-pudur-coimbatore-328529,3.4,"Biryani, South Indian","Sai Baba Colony, Kuppakonam Pudur",400
394,Red Door,Sai Baba Colony,https://www.swiggy.com/restaurants/red-door-bharathi-park-saibaba-colony-coimbatore-75726,4.2,"American, Italian","Bharathi Park, Saibaba Colony",300
395,KOKKARAKO,Sai Baba Colony,https://www.swiggy.com/restaurants/kokkarako-sai-baba-colony-rajagopal-nagar-coimbatore-328526,3.8,"Biryani, Chinese","Sai Baba Colony, Rajagopal Nagar",400
396,Lassi Shop,Sai Baba Colony,https://www.swiggy.com/restaurants/lassi-shop-sai-baba-colony-coimbatore-431269,--,Beverages,"Sai Baba Colony, Sai Baba Colony",200
397,Fishhouz,Sai Baba Colony,https://www.swiggy.com/restaurants/fishhouz-sai-baba-colony-coimbatore-439428,--,Seafood,"Sai Baba Colony, Sai Baba Colony",300
398,Geetha Canteen,Sai Baba Colony,https://www.swiggy.com/restaurants/geetha-canteen-mettupalayam-rd-ram-nagar-coimbatore-102001,4.0,South Indian,"Mettupalayam Rd, Ram Nagar",200
399,Cric Pizza,Sai Baba Colony,https://www.swiggy.com/restaurants/cric-pizza-rs-puram-sai-baba-colony-coimbatore-114742,4.6,Pizzas,"RS Puram, Sai Baba Colony",200
400,SHREE ABOORVAAS PURE VEG RESTAURANT,Sai Baba Colony,https://www.swiggy.com/restaurants/shree-aboorvaas-pure-veg-restaurant-sai-baba-colony-tatabad-coimbatore-253043,4.3,Indian,"Sai Baba Colony, Tatabad",200
401,TASTY FOODS,Sai Baba Colony,https://www.swiggy.com/restaurants/tasty-foods-sai-baba-colony-saibaba-colony-coimbatore-292089,--,"Opens next at 7:30 am, tomorrowSouth Indian","Sai Baba Colony, Saibaba Colony",250
402,COMBO KING,Sai Baba Colony,https://www.swiggy.com/restaurants/combo-king-sai-baba-colony-coimbatore-444185,--,"Combo, Italian","Sai Baba Colony, Sai Baba Colony",300
403,Jk hotels,Sai Baba Colony,https://www.swiggy.com/restaurants/jk-hotels-sai-baba-colony-kuppakonam-pudur-coimbatore-313156,3.5,"Indian, Chinese","Sai Baba Colony, Kuppakonam Pudur",600
404,Mm beat the heat,Sai Baba Colony,https://www.swiggy.com/restaurants/mm-beat-the-heat-sai-baba-colony-somayampalayam-coimbatore-317116,--,"Opens next at 9 am, tomorrowBeverages, Juices","Sai Baba Colony, Somayampalayam",200
405,Vikash Mithai Mandir,Sai Baba Colony,https://www.swiggy.com/restaurants/vikash-mithai-mandir-nsr-road-saibaba-colony-coimbatore-56379,4.1,"Opens next at 9 am, tomorrowSnacks, Sweets","NSR Road, Saibaba Colony",200
406,Ibaco,Sai Baba Colony,https://www.swiggy.com/restaurants/ibaco-saibaba-colony-kuppakonam-pudur-coimbatore-53544,4.3,Desserts,"Saibaba Colony, Kuppakonam Pudur",250
407,Mr. Sandwich and Juice Corner,Sai Baba Colony,https://www.swiggy.com/restaurants/mr-sandwich-and-juice-corner-nsr-road-saibaba-colony-coimbatore-56377,--,"Opens next at 12 noon, MondayBeverages, Fast Food","NSR Road, Saibaba Colony",200
408,SEAZONBUDS FAMILY RESTAURANT,Sai Baba Colony,https://www.swiggy.com/restaurants/seazonbuds-family-restaurant-sai-baba-colony-coimbatore-434660,--,South Indian,"Sai Baba Colony, Sai Baba Colony",199
409,Karaikudi Chettinadu Restaurant,Sai Baba Colony,https://www.swiggy.com/restaurants/karaikudi-chettinadu-restaurant-sai-baba-colony-coimbatore-443926,--,"Opens next at 11 am, tomorrowSouth Indian","Sai Baba Colony, Sai Baba Colony",200
410,King Kong biryani,Sai Baba Colony,https://www.swiggy.com/restaurants/king-kong-biryani-sai-baba-colony-coimbatore-443928,--,"Indian, Biryani","Sai Baba Colony, Sai Baba Colony",300
411,Waffles and Cream,Sai Baba Colony,https://www.swiggy.com/restaurants/waffles-and-cream-sai-baba-colony-saibaba-colony-coimbatore-347435,4.0,"Desserts, Ice Cream","Sai Baba Colony, Saibaba Colony",200
412,Domino's Pizza,Sai Baba Colony,https://www.swiggy.com/restaurants/dominos-pizza-nsr-road-kuppakonam-pudur-coimbatore-50956,4.4,Pizzas,"NSR Road, Kuppakonam Pudur",400
413,Manna Sandwich,Sai Baba Colony,https://www.swiggy.com/restaurants/manna-sandwich-sai-baba-colony-coimbatore-433693,--,"Opens next at 4 pm, tomorrowBeverages, Desserts","Sai Baba Colony, Sai Baba Colony",200
414,House Of Wraps,Sai Baba Colony,https://www.swiggy.com/restaurants/house-of-wraps-thudiyalur-sai-baba-colony-coimbatore-62263,--,"Fast Food, Pizzas","Thudiyalur, Sai Baba Colony",200
415,Ban Gohan Restaurant,Sai Baba Colony,https://www.swiggy.com/restaurants/ban-gohan-restaurant-kavundampalayam-coimbatore-88194,--,"Pizzas, Snacks","Kavundampalayam, Kavundampalayam",200
416,Arya's Kitchen,Sai Baba Colony,https://www.swiggy.com/restaurants/aryas-kitchen-sai-baba-colony-coimbatore-396864,3.4,"Opens next at 11 am, tomorrowChinese, Indian","Sai Baba Colony, Sai Baba Colony",200
417,Shree Anandhaas Sweets & Snacks,Sai Baba Colony,https://www.swiggy.com/restaurants/shree-anandhaas-sweets-and-snacks-sai-baba-colony-coimbatore-coimbatore-295128,4.6,"Sweets, Desserts","Sai Baba Colony, Coimbatore",200
418,Sree Annapoorna Sweets & Savouries,Sai Baba Colony,https://www.swiggy.com/restaurants/sree-annapoorna-sweets-and-savouries-saibaba-colony-coimbatore-58684,4.4,Desserts,"Saibaba Colony, Saibaba Colony",200
419,Rockstone ThickShakes,Sai Baba Colony,https://www.swiggy.com/restaurants/rockstone-thickshakes-peelamedu-saibaba-koil-coimbatore-130689,4.4,"Opens next at 11 am, TuesdayBeverages","Peelamedu, Saibaba Koil",150
420,Arab Tasty - The Foodie Chef,Sai Baba Colony,https://www.swiggy.com/restaurants/arab-tasty-the-foodie-chef-sai-baba-colony-coimbatore-200239,4.2,"Arabian, Italian","Sai Baba Colony, Sai Baba Colony",200
421,Moon Light,Sai Baba Colony,https://www.swiggy.com/restaurants/moon-light-sai-baba-colony-kuppakonam-pudur-coimbatore-93265,3.7,Indian,"Sai Baba Colony, Kuppakonam Pudur",100
422,Royal Biriyani,Sai Baba Colony,https://www.swiggy.com/restaurants/royal-biriyani-saibaba-colony-coimbatore-145782,3.9,"South Indian, North Indian","Saibaba colony, Saibaba Colony",200
423,Hyderabad Biriyani Hotel,Sai Baba Colony,https://www.swiggy.com/restaurants/hyderabad-biriyani-hotel-sai-baba-colony-kovilmedu-coimbatore-94991,4.0,"South Indian, Combo","Sai Baba Colony, Kovilmedu",200
424,Ueir Organic Foods,Sai Baba Colony,https://www.swiggy.com/restaurants/ueir-organic-foods-sai-baba-colony-coimbatore-389194,--,"Opens next at 8 am, tomorrowSnacks, Sweets","Sai Baba Colony, Sai Baba Colony",100
425,GOLD en CRISPY,Sai Baba Colony,https://www.swiggy.com/restaurants/gold-en-crispy-sai-baba-colony-coimbatore-428420,--,"Fast Food, Beverages","Sai Baba Colony, Sai Baba Colony",100
426,GRAABO,Sai Baba Colony,https://www.swiggy.com/restaurants/graabo-sai-baba-colony-coimbatore-319424,--,"Opens next at 8 am, tomorrowChinese, Desserts","Sai Baba Colony, Sai Baba Colony",200
427,Wiggle cult,Sai Baba Colony,https://www.swiggy.com/restaurants/wiggle-cult-sai-baba-colony-coimbatore-401957,--,Lebanese,"Sai Baba Colony, Sai Baba Colony",200
428,Meet u There,Sai Baba Colony,https://www.swiggy.com/restaurants/meet-u-there-sai-baba-colony-coimbatore-385385,--,"Arabian, Biryani","Sai Baba Colony, Sai Baba Colony",200
429,Kovai Biriyani Hotel,Sai Baba Colony,https://www.swiggy.com/restaurants/kovai-biriyani-hotel-saibaba-colony-sai-baba-colony-coimbatore-57357,4.2,Biryani,"Saibaba Colony, Sai Baba Colony",300
430,Bread Korner,Sai Baba Colony,https://www.swiggy.com/restaurants/bread-korner-chinnamal-veedhi-saibaba-colony-kuppakonam-pudur-coimbatore-53958,4.0,"Fast Food, Beverages","chinnamal veedhi , saibaba colony, Kuppakonam Pudur",500
431,SRI MUNISHWARA HOTEL,Sai Baba Colony,https://www.swiggy.com/restaurants/sri-munishwara-hotel-sai-baba-colony-ramalingam-colony-coimbatore-301585,--,"Opens next at 11:30 am, tomorrowIndian","Sai Baba Colony, Ramalingam Colony",200
432,AJ Biriyani centre,Sai Baba Colony,https://www.swiggy.com/restaurants/aj-biriyani-centre-sai-baba-colony-coimbatore-443917,--,"Opens next at 12:30 pm, tomorrowBiryani, Indian","Sai Baba Colony, Sai Baba Colony",300
433,Planet Barbeque by Hash six Hotels,Sai Baba Colony,https://www.swiggy.com/restaurants/planet-barbeque-by-hash-six-hotels-sai-baba-colony-saibaba-koil-coimbatore-160915,--,"Opens next at 7 am, tomorrowIndian, Chinese","Sai Baba Colony, Saibaba Koil",200
434,Azhagar Mess,Sai Baba Colony,https://www.swiggy.com/restaurants/azhagar-mess-sai-baba-colony-coimbatore-379392,4.4,"Opens next at 7 am, tomorrowSouth Indian, Indian","Sai Baba Colony, Sai Baba Colony",300
435,Bombay kulfi,Sai Baba Colony,https://www.swiggy.com/restaurants/bombay-kulfi-r-s-puram-coimbatore-398733,--,Ice Cream,"R S Puram, R S Puram",100
436,Kulandhai Vinayagar Unavagam,Sai Baba Colony,https://www.swiggy.com/restaurants/kulandhai-vinayagar-unavagam-sai-baba-colony-kuppakonam-pudur-coimbatore-220815,--,"Opens next at 7:15 am, tomorrowSouth Indian","Sai Baba Colony, Kuppakonam Pudur",150
437,Cafe Cake Bee,Sai Baba Colony,https://www.swiggy.com/restaurants/cafe-cake-bee-sai-baba-colony-coimbatore-166769,4.2,"Pizzas, Continental","Sai Baba colony, Sai Baba Colony",250
438,Hotel Shri Chola,Sai Baba Colony,https://www.swiggy.com/restaurants/hotel-shri-chola-saibaba-colony-kuppakonam-pudur-coimbatore-75226,3.5,Indian,"Saibaba Colony, Kuppakonam Pudur",200
439,Happy Home Foods,Sai Baba Colony,https://www.swiggy.com/restaurants/happy-home-foods-sai-baba-colony-sanganoor-coimbatore-347380,4.0,"Opens next at 6:50 am, TuesdayBiryani, South Indian","Sai Baba Colony, Sanganoor",200
440,Polar Bear,Sai Baba Colony,https://www.swiggy.com/restaurants/polar-bear-sai-baba-colony-coimbatore-393721,4.6,Ice Cream,"Sai Baba Colony, Sai Baba Colony",350
441,Royal Juice point,Sai Baba Colony,https://www.swiggy.com/restaurants/royal-juice-point-thudiyalur-sai-baba-colony-coimbatore-394934,3.3,Beverages,"Thudiyalur, Sai Baba Colony",200
442,Street Arabiya,Sai Baba Colony,https://www.swiggy.com/restaurants/street-arabiya-sai-baba-colony-saibaba-colony-coimbatore-237929,4.1,Arabian,"Sai Baba Colony, Saibaba Colony",200
443,Fun grill,Sai Baba Colony,https://www.swiggy.com/restaurants/fun-grill-sai-baba-colony-saibaba-colony-coimbatore-148897,4.2,"Opens next at 11:30 am, tomorrowArabian, Barbecue","Sai Baba Colony, Saibaba Colony",200
444,GET-A-WHEY,Sai Baba Colony,https://www.swiggy.com/restaurants/get-a-whey-sai-baba-colony-coimbatore-443305,--,"Opens next at 10 am, tomorrowDesserts","Sai Baba Colony, Sai Baba Colony",200
445,Sree Sampoornaa,Sai Baba Colony,https://www.swiggy.com/restaurants/sree-sampoornaa-gandhipuram-saibaba-colony-coimbatore-60377,3.9,"South Indian, Biryani","Gandhipuram, Saibaba Colony",200
446,GRILLLAND,Sai Baba Colony,https://www.swiggy.com/restaurants/grillland-sai-baba-colony-coimbatore-421239,--,"Indian, Tandoor","Sai Baba Colony, Sai Baba Colony",300
447,Cake Bee,Sai Baba Colony,https://www.swiggy.com/restaurants/cake-bee-msrk-towers-bharathi-park-cross-2-saibaba-colony-coimbatore-51024,4.3,"Bakery, Snacks","MSRK Towers, Bharathi Park Cross 2, Saibaba Colony",250
448,SHAW GRILLS,Sai Baba Colony,https://www.swiggy.com/restaurants/shaw-grills-sai-baba-colony-coimbatore-421519,--,Indian,"Sai Baba Colony, Sai Baba Colony",150
449,Santhanas Kalyana Biriyani,Sai Baba Colony,https://www.swiggy.com/restaurants/santhanas-kalyana-biriyani-sai-baba-colony-coimbatore-381379,4.1,"Biryani, Indian","Sai Baba Colony, Sai Baba Colony",250
450,Chai Kings,Sai Baba Colony,https://www.swiggy.com/restaurants/chai-kings-sai-baba-colony-saibaba-colony-coimbatore-264283,4.5,"Bakery, Beverages","Sai Baba Colony, Saibaba Colony",150
451,The cake time,Sai Baba Colony,https://www.swiggy.com/restaurants/the-cake-time-sai-baba-colony-coimbatore-382900,--,"Opens next at 10 am, tomorrowBakery, Desserts","Sai Baba Colony, Sai Baba Colony",200
452,Vintak Fast Food,Sai Baba Colony,https://www.swiggy.com/restaurants/vintak-fast-food-sai-baba-colony-coimbatore-404374,--,"Opens next at 1 pm, tomorrowChinese, Chaat","Sai Baba Colony, Sai Baba Colony",300
453,KR BAKES AND RESTAURANT,Sai Baba Colony,https://www.swiggy.com/restaurants/kr-bakes-and-restaurant-sai-baba-colony-kuppakonam-pudur-coimbatore-302522,4.3,Bakery,"Sai Baba Colony, Kuppakonam Pudur",200
454,Mumbai kulfi,Sai Baba Colony,https://www.swiggy.com/restaurants/mumbai-kulfi-sai-baba-colony-kuppakonam-pudur-coimbatore-133211,4.0,"Desserts, Ice Cream","Sai Baba Colony, Kuppakonam Pudur",100
455,Hang Out,Sai Baba Colony,https://www.swiggy.com/restaurants/hang-out-saibaba-colony-coimbatore-68667,4.2,"Arabian, Biryani","Saibaba Colony, Saibaba Colony",300
456,Ramesh Mess,Sai Baba Colony,https://www.swiggy.com/restaurants/ramesh-mess-saibaba-colony-coimbatore-66005,4.5,South Indian,"Saibaba Colony, Saibaba Colony",200
457,KARAIKUDI CHETTINADU BRIYANI UNAVAGAM,Sai Baba Colony,https://www.swiggy.com/restaurants/karaikudi-chettinadu-briyani-unavagam-sai-baba-colony-coimbatore-431679,--,"Opens next at 11:30 am, tomorrowSouth Indian, Biryani","Sai Baba Colony, Sai Baba Colony",300
458,Noruks Snacks,Sai Baba Colony,https://www.swiggy.com/restaurants/noruks-snacks-sai-baba-colony-coimbatore-57771,4.1,"Snacks, Sweets","Sai baba Colony, Sai baba Colony",150
459,The South Indian Coffee House,Sai Baba Colony,https://www.swiggy.com/restaurants/the-south-indian-coffee-house-rs-puram-saibaba-colony-coimbatore-118757,4.6,South Indian,"RS Puram, Saibaba Colony",200
460,Kpn Fast Food,Sai Baba Colony,https://www.swiggy.com/restaurants/kpn-fast-food-sai-baba-colony-sanganoor-coimbatore-355777,3.1,"Opens next at 4:30 pm, tomorrowStreet Food, Chaat","Sai Baba Colony, Sanganoor",200
461,Mr Shake Cool Express,Sai Baba Colony,https://www.swiggy.com/restaurants/mr-shake-cool-express-nsr-road-saibaba-koil-coimbatore-79781,--,"Opens next at 11:20 am, WednesdayBeverages","NSR Road, Saibaba Koil",200
462,The Juicy Project,Sai Baba Colony,https://www.swiggy.com/restaurants/the-juicy-project-sai-baba-colony-coimbatore-377670,4.9,"Opens next at 9 am, tomorrowJuices, Beverages","Sai Baba Colony, Sai Baba Colony",200
463,chaat bites,Sai Baba Colony,https://www.swiggy.com/restaurants/chaat-bites-sai-baba-colony-coimbatore-442325,--,"Opens next at 11 am, tomorrowBeverages, Chaat","Sai Baba Colony, Sai Baba Colony",20
464,Bina's Kitchen By Indriya Foods,Sai Baba Colony,https://www.swiggy.com/restaurants/binas-kitchen-by-indriya-foods-sai-baba-colony-kuppakonam-pudur-coimbatore-225542,4.1,Chaat,"Sai Baba Colony, Kuppakonam Pudur",150
465,Mr Kolambu,Sai Baba Colony,https://www.swiggy.com/restaurants/mr-kolambu-sai-baba-colony-coimbatore-386135,4.1,"Opens next at 11 am, tomorrowSouth Indian","Sai Baba Colony, Sai Baba Colony",150
466,Sri Ganesh Sweets and Bakes,Sai Baba Colony,https://www.swiggy.com/restaurants/sri-ganesh-sweets-and-bakes-sai-baba-colony-coimbatore-389489,--,"Opens next at 9 am, tomorrowDesserts","Sai Baba Colony, Sai Baba Colony",200
467,VIRUKSHAM	PARAMBARIYA UNAVAGAM,Sai Baba Colony,https://www.swiggy.com/restaurants/viruksham-parambariya-unavagam-sai-baba-colony-saibaba-colony-coimbatore-284027,--,"Opens next at 12:30 pm, tomorrowSouth Indian","Sai Baba Colony, Saibaba Colony",200
468,Ajmeer Biriyani Centre,Sai Baba Colony,https://www.swiggy.com/restaurants/ajmeer-biriyani-centre-edayarpalayam-tvs-nagar-coimbatore-309603,4.3,"Biryani, Combo","Edayarpalayam, Tvs Nagar",300
469,Bismi Variety Rice,Sai Baba Colony,https://www.swiggy.com/restaurants/bismi-variety-rice-sai-baba-colony-kuppakonam-pudur-coimbatore-368449,--,"Opens next at 12 noon, tomorrowStreet Food, Biryani","Sai Baba Colony, Kuppakonam Pudur",80
470,The Fruit Creamery,Sai Baba Colony,https://www.swiggy.com/restaurants/the-fruit-creamery-8th-cross-saibaba-colony-coimbatore-68673,--,"Opens next at 12 noon, tomorrowIce Cream, Desserts","8th Cross, Saibaba Colony, Saibaba Colony",200
471,B2B Fried chicken,Sai Baba Colony,https://www.swiggy.com/restaurants/b2b-fried-chicken-sai-baba-colony-kuppakonam-pudur-coimbatore-373255,4.3,"Continental, Italian","Sai Baba Colony, Kuppakonam Pudur",280
472,YUMMY Cakes,Sai Baba Colony,https://www.swiggy.com/restaurants/yummy-cakes-sai-baba-colony-coimbatore-413878,--,Bakery,"Sai Baba Colony, Sai Baba Colony",300
473,AMC Parotta Kadai,Sai Baba Colony,https://www.swiggy.com/restaurants/amc-parotta-kadai-sai-baba-colony-coimbatore-407075,--,"Opens next at 12 noon, tomorrowIndian, South Indian","Sai Baba Colony, Sai Baba Colony",180
474,Flakes Fried Chicken,Sai Baba Colony,https://www.swiggy.com/restaurants/flakes-fried-chicken-sai-baba-colony-coimbatore-440455,--,"Fast Food, Combo","Sai Baba Colony, Sai Baba Colony",350
475,Amma samayal,Sai Baba Colony,https://www.swiggy.com/restaurants/amma-samayal-sai-baba-colony-coimbatore-406021,--,"Opens next at 8 am, tomorrowSouth Indian, North Indian","Sai Baba Colony, Sai Baba Colony",150
476,Amminis,Sai Baba Colony,https://www.swiggy.com/restaurants/amminis-sai-baba-colony-saibaba-colony-coimbatore-65607,--,"Opens next at 10 am, tomorrowDesserts, Snacks","Sai Baba Colony, Saibaba Colony",200
477,Browse N Joy,Sai Baba Colony,https://www.swiggy.com/restaurants/browse-n-joy-ramalingam-colony-coimbatore-coimbatore-57303,4.1,"Opens next at 10 am, tomorrowSnacks, Fast Food","Ramalingam Colony, Coimbatore",200
478,Lassi Club,Sai Baba Colony,https://www.swiggy.com/restaurants/lassi-club-bharathi-park-saibaba-colony-coimbatore-50350,4.6,"Beverages, Snacks","Bharathi Park, Saibaba Colony",100
479,Balle Balle,Sai Baba Colony,https://www.swiggy.com/restaurants/balle-balle-saibaba-colony-coimbatore-57305,4.2,"Punjabi, North Indian","Saibaba colony, Saibaba Colony",500
480,Yari,Sai Baba Colony,https://www.swiggy.com/restaurants/yari-saibaba-colony-coimbatore-57306,4.1,"South Indian, Indian","Saibaba colony, Saibaba Colony",500
481,Noorani Biriyani Hotel,Sai Baba Colony,https://www.swiggy.com/restaurants/noorani-biriyani-hotel-sai-baba-colony-saibaba-colony-coimbatore-166151,--,"Opens next at 12 noon, tomorrowBiryani","Sai Baba Colony, Saibaba Colony",300
482,Bakingo,Sai Baba Colony,https://www.swiggy.com/restaurants/bakingo-sai-baba-colony-kuppakonam-pudur-coimbatore-368337,4.1,"Bakery, Desserts","Sai Baba Colony, Kuppakonam Pudur",299
483,Sree Annapoorna,Sai Baba Colony,https://www.swiggy.com/restaurants/sree-annapoorna-sri-vali-complex-saibaba-colony-coimbatore-51205,4.4,"Indian, South Indian","Sri Vali Complex, Saibaba Colony",200
484,Boomerang,Sai Baba Colony,https://www.swiggy.com/restaurants/boomerang-srp-nagar-saibaba-colony-coimbatore-55647,4.1,"Ice Cream, Desserts","SRP Nagar, Saibaba Colony",200
485,The Donuts,Sai Baba Colony,https://www.swiggy.com/restaurants/the-donuts-nsr-road-saibaba-colony-coimbatore-51204,4.4,"Desserts, Bakery","NSR Road, Saibaba Colony",350
486,Top touch,Sai Baba Colony,https://www.swiggy.com/restaurants/top-touch-sai-baba-colony-coimbatore-413124,--,"Opens next at 10 am, tomorrowContinental, Beverages","Sai Baba Colony, Sai Baba Colony",200
487,A.R.C Sasi's Chat & More.,Sai Baba Colony,https://www.swiggy.com/restaurants/a-r-c-sasis-chat-and-more-saibaba-colony-coimbatore-50877,4.3,"Opens next at 9:45 pm, todayChaat, Indian","Saibaba Colony, Saibaba Colony",150
488,Kwality Walls Frozen Dessert and Ice Cream Shop,Sai Baba Colony,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-sai-baba-colony-saibaba-colony-coimbatore-343438,4.5,"Opens next at 11 am, tomorrowIce Cream","Sai Baba Colony, Saibaba Colony",300
489,Ashik fish center,Sai Baba Colony,https://www.swiggy.com/restaurants/ashik-fish-center-sai-baba-colony-cheran-colony-coimbatore-323544,--,"Opens next at 4 pm, tomorrowNorth Indian","Sai Baba Colony, Cheran Colony",200
