Hotel_Id,Hotel,City,Link,Rating,Hotel_Type,Location,Cost_for_2
490,Aligarh House Biryani,Sai Baba Colony,https://www.swiggy.com/restaurants/aligarh-house-biryani-srp-nagar-ii-saibaba-colony-coimbatore-440607,4.7,"Biryani, Mughlai","SRP Nagar II, Saibaba Colony",400
491,Pizza 997 AD,Sai Baba Colony,https://www.swiggy.com/restaurants/pizza-997-ad-srp-nagar-ii-saibaba-colony-coimbatore-440606,--,"Pizzas, Beverages","SRP Nagar II, Saibaba Colony",350
492,Yumlane Pizza,Sai Baba Colony,https://www.swiggy.com/restaurants/yumlane-pizza-srp-nagar-ii-saibaba-colony-coimbatore-440605,--,"Opens next at 7 am, tomorrowPizzas, Beverages","SRP Nagar II, Saibaba Colony",300
493,3 Monkeys Cafe,Sai Baba Colony,https://www.swiggy.com/restaurants/3-monkeys-cafe-sai-baba-colony-saibaba-colony-coimbatore-61495,4.2,"Opens next at 9:57 pm, todayBeverages","Sai Baba Colony, Saibaba Colony",200
494,DRUNKEN MONKEY,Sai Baba Colony,https://www.swiggy.com/restaurants/drunken-monkey-sai-baba-colony-saibaba-colony-coimbatore-264127,4.3,"Healthy Food, Beverages","Sai Baba Colony, Saibaba Colony",250
495,All Seasons Veg Delicacies,Sai Baba Colony,https://www.swiggy.com/restaurants/all-seasons-veg-delicacies-sai-baba-colony-kuppakonam-pudur-coimbatore-61496,4.1,"South Indian, North Indian","Sai Baba Colony, Kuppakonam Pudur",200
496,EatFit,Sai Baba Colony,https://www.swiggy.com/restaurants/eatfit-srp-nagar-ii-saibaba-colony-coimbatore-440603,4.4,"Pizzas, Healthy Food","SRP Nagar II, Saibaba Colony",270
497,BURGER KA BAAP,Sai Baba Colony,https://www.swiggy.com/restaurants/burger-ka-baap-hopes-saibaba-colony-coimbatore-207750,4.4,"Beverages, Continental","Hopes, Saibaba Colony",250
498,KOVAI ANGATHA BIRIYANI,Sai Baba Colony,https://www.swiggy.com/restaurants/kovai-angatha-biriyani-sai-baba-colony-coimbatore-332413,--,"Opens next at 11 am, tomorrowBiryani, South Indian","Sai Baba Colony, Sai Baba Colony",200
499,Iddly Italy,Sai Baba Colony,https://www.swiggy.com/restaurants/iddly-italy-sai-baba-colony-coimbatore-140293,--,"Opens next at 11 am, tomorrowItalian, Fast Food","Sai Baba Colony, Sai Baba Colony",150
500,Just Biriyani,Sai Baba Colony,https://www.swiggy.com/restaurants/just-biriyani-sai-baba-colony-coimbatore-295172,3.7,"Biryani, South Indian","Sai Baba Colony, Sai Baba Colony",200
501,Hotel Chola,Sai Baba Colony,https://www.swiggy.com/restaurants/hotel-chola-sai-baba-colony-coimbatore-419995,3.2,"South Indian, Chinese","Sai Baba Colony, Sai Baba Colony",150
502,Amma's Pastries,Sai Baba Colony,https://www.swiggy.com/restaurants/ammas-pastries-sai-baba-colony-coimbatore-385348,4.4,"Bakery, Snacks","Sai Baba Colony, Sai Baba Colony",350
503,Pannaiyar Biriyani,Sai Baba Colony,https://www.swiggy.com/restaurants/pannaiyar-biriyani-sai-baba-colony-coimbatore-295171,3.7,Biryani,"Sai Baba Colony, Sai Baba Colony",200
504,The Shawarma king,Sai Baba Colony,https://www.swiggy.com/restaurants/the-shawarma-king-sai-baba-colony-coimbatore-420057,--,Restaurant ClosedFast Food,"Sai Baba Colony, Sai Baba Colony",280
505,Richy Rich,Sai Baba Colony,https://www.swiggy.com/restaurants/richy-rich-bharathi-park-road-saibaba-colony-coimbatore-50406,4.3,"Desserts, Beverages","Bharathi Park Road, Saibaba Colony",250
506,Yo Momos,Sai Baba Colony,https://www.swiggy.com/restaurants/yo-momos-sai-baba-colony-saibaba-colony-coimbatore-143958,4.0,"Chinese, Desserts","Sai Baba Colony, Saibaba Colony",200
507,The Little China,Sai Baba Colony,https://www.swiggy.com/restaurants/the-little-china-r-s-puram-saibaba-colony-coimbatore-143959,3.8,Chinese,"R S Puram, Saibaba Colony",200
508,Hot Cheese Pizza,Sai Baba Colony,https://www.swiggy.com/restaurants/hot-cheese-pizza-sai-baba-colony-saibaba-colony-coimbatore-372223,--,"Italian, Continental","Sai Baba Colony, Saibaba Colony",200
509,The London Shakes,Sai Baba Colony,https://www.swiggy.com/restaurants/the-london-shakes-bharathi-park-road-saibaba-colony-coimbatore-55819,4.4,Beverages,"Bharathi Park Road, Saibaba Colony",300
510,EATALLEY CAFE,Sai Baba Colony,https://www.swiggy.com/restaurants/eatalley-cafe-sai-baba-colony-saibaba-colony-coimbatore-233096,4.2,"Chaat, Street Food","Sai Baba Colony, Saibaba Colony",500
511,K.R.BAKES & RESTAURANT,Sai Baba Colony,https://www.swiggy.com/restaurants/k-r-bakes-and-restaurant-sai-baba-colony-sai-baba-colony-mettupalayam-coimbatore-297517,--,Indian,"Sai Baba Colony, Sai Baba Colony (Mettupalayam)",200
512,Keeraikadai,Sai Baba Colony,https://www.swiggy.com/restaurants/keeraikadai-alagesan-road-saibaba-colony-coimbatore-67643,--,"Opens next at 12:30 pm, tomorrowSouth Indian","Alagesan Road, Saibaba Colony",200
513,Mayi Foods,Sai Baba Colony,https://www.swiggy.com/restaurants/mayi-foods-sai-baba-colony-kuppakonam-pudur-coimbatore-91590,4.1,"Opens next at 3 pm, tomorrowSouth Indian","Sai Baba Colony, Kuppakonam Pudur",100
514,Apupa,Sai Baba Colony,https://www.swiggy.com/restaurants/apupa-sai-baba-colony-saibaba-colony-coimbatore-141393,4.5,"Desserts, Snacks","Sai Baba Colony, Saibaba Colony",200
515,FIERY FLAMED GRILL RESTAURANT,Sai Baba Colony,https://www.swiggy.com/restaurants/fiery-flamed-grill-restaurant-sai-baba-colony-coimbatore-447157,--,"Indian, Fast Food","Sai Baba Colony, Sai Baba Colony",300
516,Rockstone Icecream Factory,Sai Baba Colony,https://www.swiggy.com/restaurants/rockstone-icecream-factory-nsr-road-saibaba-koil-coimbatore-50370,4.2,"Opens next at 11 am, ThursdayIce Cream, Desserts","NSR Road, Saibaba Koil",300
517,Diner Cafe,Sai Baba Colony,https://www.swiggy.com/restaurants/diner-cafe-sai-baba-colony-coimbatore-427818,--,Continental,"Sai Baba Colony, Sai Baba Colony",400
518,Mandal Chats Veg Stall,Sai Baba Colony,https://www.swiggy.com/restaurants/mandal-chats-veg-stall-sai-baba-colony-saibaba-colony-coimbatore-362136,--,"Opens next at 5 pm, TuesdayStreet Food, Indian","Sai Baba Colony, Saibaba Colony",100
519,My Shawarma Bae,Sai Baba Colony,https://www.swiggy.com/restaurants/my-shawarma-bae-sai-baba-colony-coimbatore-434082,--,"Kebabs, Indian","Sai Baba Colony, Sai Baba Colony",200
520,JMR Biriyani (Home Food),Sai Baba Colony,https://www.swiggy.com/restaurants/jmr-biriyani-home-food-sai-baba-colony-coimbatore-443900,--,"Opens next at 12 noon, tomorrowBiryani, South Indian","Sai Baba Colony, Sai Baba Colony",300
521,JP's IDLY KADAI,Sai Baba Colony,https://www.swiggy.com/restaurants/jps-idly-kadai-sai-baba-colony-coimbatore-387795,4.4,"Opens next at 6:30 am, tomorrowIndian, South Indian","Sai Baba Colony, Sai Baba Colony",150
522,Superstar Pizza,Sai Baba Colony,https://www.swiggy.com/restaurants/superstar-pizza-bharathi-park-saibaba-colony-coimbatore-50257,4.0,"Fast Food, Pizzas","Bharathi Park, Saibaba Colony",300
523,ZWARMA,Sai Baba Colony,https://www.swiggy.com/restaurants/zwarma-sai-baba-colony-kuppakonam-pudur-coimbatore-373042,4.2,"Fast Food, Grill","Sai Baba Colony, Kuppakonam Pudur",300
524,Gem Chikkis,Sai Baba Colony,https://www.swiggy.com/restaurants/gem-chikkis-sai-baba-colony-coimbatore-422809,--,"Opens next at 10 am, tomorrowDesserts","Sai Baba Colony, Sai Baba Colony",300
525,Linda,Sai Baba Colony,https://www.swiggy.com/restaurants/linda-raja-annamalai-street-saibaba-colony-coimbatore-50259,4.2,Continental,"Raja Annamalai Street, Saibaba Colony",300
526,CHETTINAD CANTEEN,Sai Baba Colony,https://www.swiggy.com/restaurants/chettinad-canteen-sai-baba-colony-coimbatore-377000,4.4,"Chettinad, South Indian","Sai Baba Colony, Sai Baba Colony",300
527,lara's kitchen,Sai Baba Colony,https://www.swiggy.com/restaurants/laras-kitchen-velandipalayam-ramalingam-colony-coimbatore-253615,--,"Opens next at 8 am, tomorrowIndian","Velandipalayam, Ramalingam Colony",250
528,The Sea Kitchen,Sai Baba Colony,https://www.swiggy.com/restaurants/the-sea-kitchen-sai-baba-colony-coimbatore-436662,--,Restaurant ClosedSeafood,"Sai Baba Colony, Sai Baba Colony",250
529,GajaBheema Donnai Biryani,Sai Baba Colony,https://www.swiggy.com/restaurants/gajabheema-donnai-biryani-sai-baba-colony-coimbatore-439499,--,"Opens next at 12:30 pm, tomorrowIndian","Sai Baba Colony, Sai Baba Colony",250
530,Just Bake,Sai Baba Colony,https://www.swiggy.com/restaurants/just-bake-sai-baba-colony-coimbatore-408931,4.1,"Bakery, Desserts","Sai Baba Colony, Sai Baba Colony",300
531,Signature bowls by Dinercafe,Sai Baba Colony,https://www.swiggy.com/restaurants/signature-bowls-by-dinercafe-sai-baba-colony-coimbatore-408015,4.2,"South Indian, Chinese","Sai Baba Colony, Sai Baba Colony",200
532,Sri Krishna Sweets,Sai Baba Colony,https://www.swiggy.com/restaurants/sri-krishna-sweets-nsr-road-saibaba-colony-coimbatore-66048,4.6,Sweets,"NSR road, Saibaba colony, Coimbatore, Saibaba Colony",200
533,Krish Panipoori Stall,Sai Baba Colony,https://www.swiggy.com/restaurants/krish-panipoori-stall-sai-baba-colony-kuppakonam-pudur-coimbatore-363087,3.3,"Street Food, Chinese","Sai Baba Colony, Kuppakonam Pudur",100
534,Hotel Lakshmi Chettinad,Sai Baba Colony,https://www.swiggy.com/restaurants/hotel-lakshmi-chettinad-saibaba-police-station-saibaba-koil-coimbatore-58143,4.3,"Opens next at 12 noon, tomorrowIndian, Chinese","Saibaba Police Station, Saibaba Koil", 
535,JIGARTHANDA FACTORY,Sai Baba Colony,https://www.swiggy.com/restaurants/jigarthanda-factory-sai-baba-colony-coimbatore-405381,--,Desserts,"Sai Baba Colony, Sai Baba Colony",200
536,JM RESTAURANT,Sai Baba Colony,https://www.swiggy.com/restaurants/jm-restaurant-sai-baba-colony-coimbatore-420083,--,"Restaurant ClosedChinese, South Indian","Sai Baba Colony, Sai Baba Colony",200
537,Cocoabay,Sai Baba Colony,https://www.swiggy.com/restaurants/cocoabay-saibaba-colony-sai-baba-colony-coimbatore-50260,--,"Opens next at 11:30 am, tomorrowFast Food, American","SaiBaba Colony, Sai Baba Colony",199
538,Chennai's Biriyani House,Sai Baba Colony,https://www.swiggy.com/restaurants/chennais-biriyani-house-saibaba-colony-kuppakonam-pudur-coimbatore-146845,4.0,"Biryani, Combo","Saibaba Colony, Kuppakonam Pudur",200
539,Barbequeen Restaurant,Sai Baba Colony,https://www.swiggy.com/restaurants/barbequeen-restaurant-sai-baba-colony-coimbatore-436096,4.1,"Barbecue, Biryani","Sai Baba Colony, Sai Baba Colony",350
540,MM Fruits and Juice,Sai Baba Colony,https://www.swiggy.com/restaurants/mm-fruits-and-juice-sai-baba-colony-coimbatore-352350,--,"Opens next at 11 am, tomorrowJuices, Beverages","Sai Baba Colony, Sai Baba Colony",200
541,FunGrill,Sai Baba Colony,https://www.swiggy.com/restaurants/fungrill-thudiyalur-coimbatore-422898,--,Restaurant ClosedIndian,"Thudiyalur, Thudiyalur",200
542,Madurai Kolambu Kadai,Sai Baba Colony,https://www.swiggy.com/restaurants/madurai-kolambu-kadai-sai-baba-colony-coimbatore-430390,--,"Opens next at 12 noon, tomorrowIndian","Sai Baba Colony, Sai Baba Colony",200
543,Velan Kaappi,Sai Baba Colony,https://www.swiggy.com/restaurants/velan-kaappi-saibaba-colony-kuppakonam-pudur-coimbatore-50267,4.5,Beverages,"SaiBaba Colony, Kuppakonam Pudur",100
544,Kulfistan,Sai Baba Colony,https://www.swiggy.com/restaurants/kulfistan-nsr-road-saibaba-colony-coimbatore-50424,4.1,Desserts,"NSR Road, Saibaba Colony",200
545,Williams wine,Sai Baba Colony,https://www.swiggy.com/restaurants/williams-wine-sai-baba-colony-coimbatore-412342,--,"Opens next at 10 am, tomorrowBeverages","Sai Baba Colony, Sai Baba Colony",200
546,Big Belly Deli,Sai Baba Colony,https://www.swiggy.com/restaurants/big-belly-deli-srp-nagar-saibaba-colony-coimbatore-50423,4.6,"Fast Food, Desserts","SRP Nagar, Saibaba Colony",200
547,YOGO,Sai Baba Colony,https://www.swiggy.com/restaurants/yogo-sai-baba-colony-saibaba-colony-coimbatore-284464,--,"Opens next at 11 am, tomorrowFast Food, Beverages","Sai Baba Colony, Saibaba Colony",400
548,Guru's Adupadi,Sai Baba Colony,https://www.swiggy.com/restaurants/gurus-adupadi-sai-baba-colony-coimbatore-404847,4.4,"South Indian, Chinese","Sai Baba Colony, Sai Baba Colony",150
549,Nin Hao,Sai Baba Colony,https://www.swiggy.com/restaurants/nin-hao-p-and-t-quaters-kuppakonam-pudur-coimbatore-50426,4.2,"Indian, Chinese","P&T Quaters, Kuppakonam Pudur",500
550,The Belgian Waffle Co.,Sai Baba Colony,https://www.swiggy.com/restaurants/the-belgian-waffle-co-nsr-road-saibaba-colony-coimbatore-101977,--,"Restaurant ClosedDesserts, Beverages","NSR Road, Saibaba Colony",200
551,Jolly Jolly Cakes,Sai Baba Colony,https://www.swiggy.com/restaurants/jolly-jolly-cakes-sai-baba-colony-coimbatore-398151,--,"Opens next at 7 am, tomorrowBakery","Sai Baba Colony, Sai Baba Colony",500
552,Salem Ravichandran Tiffin House,R S Puram,https://www.swiggy.com/restaurants/salem-ravichandran-tiffin-house-r-s-puram-coimbatore-coimbatore-160882,4.3,South Indian,"R S Puram, Coimbatore",200
553,Agarwal - The Sweet Shop (Neeraj Agarwal),R S Puram,https://www.swiggy.com/restaurants/agarwal-the-sweet-shop-neeraj-agarwal-rs-puram-coimbatore-coimbatore-56656,4.3,"Sweets, Snacks","RS Puram, Coimbatore",200
554,Mirchi Chaats,R S Puram,https://www.swiggy.com/restaurants/mirchi-chaats-town-hall-coimbatore-50550,4.3,Fast Food,"Town Hall, Town Hall",150
555,covai coffee desk,R S Puram,https://www.swiggy.com/restaurants/covai-coffee-desk-rs-puram-r-s-puram-west-coimbatore-56653,4.2,"Opens next at 7:30 am, tomorrowCafe, Snacks","RS Puram, R S Puram West",100
556,Pizza Hut,R S Puram,https://www.swiggy.com/restaurants/pizza-hut-r-s-puram-r-s-puram-west-coimbatore-50314,4.1,Pizzas,"R.S. Puram, R S Puram West",400
557,AJMEER BIRIYANI,R S Puram,https://www.swiggy.com/restaurants/ajmeer-biriyani-r-s-puram-ukkadam-coimbatore-290109,4.3,"Opens next at 12 noon, tomorrowBiryani","R S Puram, Ukkadam",300
558,BIG CHIPS,R S Puram,https://www.swiggy.com/restaurants/big-chips-r-s-puram-coimbatore-401729,--,Fast Food,"R S Puram, R S Puram",120
559,FOODVILLE,R S Puram,https://www.swiggy.com/restaurants/foodville-r-s-puram-r-s-puram-west-coimbatore-368030,3.5,"Continental, Mexican","R S Puram, R S Puram West",200
560,Sri Arasan Coffee House,R S Puram,https://www.swiggy.com/restaurants/sri-arasan-coffee-house-r-s-puram-r-s-puram-west-coimbatore-105120,--,"Opens next at 11 am, tomorrowCafe","R S Puram, R S Puram West",200
561,Oven Story Pizza,R S Puram,https://www.swiggy.com/restaurants/oven-story-pizza-mettupalayam-road-ranganathapuram-coimbatore-105004,4.1,Pizzas,"Mettupalayam road, Ranganathapuram",600
562,THANCOS NATURAL ICECREAMS,R S Puram,https://www.swiggy.com/restaurants/thancos-natural-icecreams-r-s-puram-r-s-puram-west-coimbatore-267312,--,"Opens next at 11 am, tomorrowBeverages","R S Puram, R S Puram West",200
563,Shanthi Idly Kadai,R S Puram,https://www.swiggy.com/restaurants/shanthi-idly-kadai-r-s-puram-town-hall-coimbatore-374255,--,"Opens next at 7 pm, TuesdayStreet Food, South Indian","R S Puram, Town Hall",50
564,Behrouz Biryani,R S Puram,https://www.swiggy.com/restaurants/behrouz-biryani-mettupalayam-road-ranganathapuram-coimbatore-105002,4.1,"Biryani, Mughlai","Mettupalayam road, Ranganathapuram",500
565,Annapoorani stall,R S Puram,https://www.swiggy.com/restaurants/annapoorani-stall-ukkadam-pulian-thoppu-coimbatore-322150,--,"Indian, South Indian","ukkadam, Pulian Thoppu",200
566,Shake citi,R S Puram,https://www.swiggy.com/restaurants/shake-citi-r-s-puram-coimbatore-377885,--,"Opens next at 11 am, tomorrowBeverages","R S Puram, R S Puram",200
567,LMN HAJIYAAR BIRIYANI HOTEL,R S Puram,https://www.swiggy.com/restaurants/lmn-hajiyaar-biriyani-hotel-r-s-puram-coimbatore-394446,--,"Opens next at 12 noon, tomorrowBiryani","R S Puram, R S Puram",250
568,Pure Veg Meals by Lunchbox,R S Puram,https://www.swiggy.com/restaurants/pure-veg-meals-by-lunchbox-mettupalayam-road-ranganathapuram-coimbatore-263755,3.9,"North Indian, Desserts","Mettupalayam road, Ranganathapuram",200
569,Madurai Virunthu,R S Puram,https://www.swiggy.com/restaurants/madurai-virunthu-r-s-puram-r-s-puram-west-coimbatore-353454,--,"South Indian, Chinese","R S Puram, R S Puram West",300
570,PIAZZA,R S Puram,https://www.swiggy.com/restaurants/piazza-r-s-puram-coimbatore-429754,--,"Pizzas, Italian","R S Puram, R S Puram",500
571,Biriyani 101,R S Puram,https://www.swiggy.com/restaurants/biriyani-101-r-s-puram-coimbatore-429753,--,"Restaurant ClosedBiryani, Grill","R S Puram, R S Puram",300
572,LALITHASS KITCHEN,R S Puram,https://www.swiggy.com/restaurants/lalithass-kitchen-r-s-puram-coimbatore-444205,--,"Opens next at 11 am, tomorrowSouth Indian, Snacks","R S Puram, R S Puram",200
573,Ridhi Sidhi,R S Puram,https://www.swiggy.com/restaurants/ridhi-sidhi-r-s-puram-r-s-puram-west-coimbatore-53951,3.6,"Cafe, Fast Food","R S Puram, R S Puram West",150
574,Garrison Tavern,R S Puram,https://www.swiggy.com/restaurants/garrison-tavern-r-s-puram-rs-puram-coimbatore-413610,3.8,"Grill, Arabian","R.S.PURAM, RS Puram",200
575,Chennai's Biriyani House,R S Puram,https://www.swiggy.com/restaurants/chennais-biriyani-house-r-s-puram-r-s-puram-west-coimbatore-53953,4.0,"Biryani, Combo","R S Puram, R S Puram West",200
576,Four Cups,R S Puram,https://www.swiggy.com/restaurants/four-cups-r-s-puram-r-s-puram-west-coimbatore-53959,3.8,"North Indian, Chinese","R S Puram, R S Puram West",300
577,Bhatija's Kitchen,R S Puram,https://www.swiggy.com/restaurants/bhatijas-kitchen-r-s-puram-r-s-puram-west-coimbatore-369132,4.0,"Chinese, Indian","R S Puram, R S Puram West",700
578,MOMOCITA,R S Puram,https://www.swiggy.com/restaurants/momocita-r-s-puram-coimbatore-429761,4.0,Tibetan,"R S Puram, R S Puram",300
579,Kannan Brothers Veg Chat House,R S Puram,https://www.swiggy.com/restaurants/kannan-brothers-veg-chat-house-puthiyavan-nagar-r-s-puram-west-coimbatore-114849,--,"Opens next at 5 pm, tomorrowFast Food, BEVERAGE","Puthiyavan Nagar, R S Puram West",200
580,Bamboo Pan Asian,R S Puram,https://www.swiggy.com/restaurants/bamboo-pan-asian-ponnaiyarajapuram-coimbatore-411437,4.3,"Chinese, Pan-Asian","Ponnaiyarajapuram, Ponnaiyarajapuram",300
581,SHAWARMAAN,R S Puram,https://www.swiggy.com/restaurants/shawarmaan-r-s-puram-coimbatore-429881,--,"Grill, Arabian","R S Puram, R S Puram",250
582,Hotel Haris,R S Puram,https://www.swiggy.com/restaurants/hotel-haris-r-s-puram-selvapuram-south-coimbatore-202707,4.4,"Chettinad, South Indian","R S Puram, Selvapuram South",250
583,Zwarma,R S Puram,https://www.swiggy.com/restaurants/zwarma-r-s-puram-r-s-puram-west-coimbatore-130696,3.8,"Arabian, Tandoor","R S Puram, R S Puram West",150
584,Brownie Busters,R S Puram,https://www.swiggy.com/restaurants/brownie-busters-r-s-puram-coimbatore-429644,--,"Beverages, Desserts","R S Puram, R S Puram",300
585,Akshara Tiffin centre,R S Puram,https://www.swiggy.com/restaurants/akshara-tiffin-centre-r-s-puram-selvapuram-north-coimbatore-281601,--,"Opens next at 7 pm, tomorrowSouth Indian","R S Puram, Selvapuram North",100
586,FEEL WELL,R S Puram,https://www.swiggy.com/restaurants/feel-well-r-s-puram-r-s-puram-west-coimbatore-252043,4.5,"Desserts, Juices","R S Puram, R S Puram West",150
587,Hotel Siruvani,R S Puram,https://www.swiggy.com/restaurants/hotel-siruvani-rs-puram-r-s-puram-coimbatore-50450,--,"Opens next at 7:15 am, tomorrowSouth Indian, North Indian","RS Puram, R S Puram",200
588,The Good Bowl,R S Puram,https://www.swiggy.com/restaurants/the-good-bowl-rs-puram-fc-ranganathapuram-coimbatore-156172,4.2,"North Indian, Punjabi","RS Puram FC, Ranganathapuram",400
589,Kwality Walls,R S Puram,https://www.swiggy.com/restaurants/kwality-walls-r-s-puram-r-s-puram-west-coimbatore-310939,4.5,"Ice Cream, Desserts","R S Puram, R S Puram West",300
